CPV Code,Name,Description
34711300,Luftfartøyer,med pilot
34712000,"Romfartøyer,",satellitter og utskytningskjøretøyRomfartøyerSatellitterUtskytingsramper til romfartøyer
34712300,Utskytingsramper,til romfartøyer
34720000,"Ballonger,","styrbare luftskip og andre ikke-motordrevne luftfartøyerGlidefly og seilflyHengeglidere, drakeflyBallonger og styrbare ballongerBallongerStyrbare luftskip"
34721000,Glidefly,"og seilflyHengeglidere, drakefly"
34721100,"Hengeglidere,",drakefly
34722000,Ballonger,og styrbare ballongerBallongerStyrbare luftskip
34722200,Styrbare,luftskip
34730000,Deler,"til luftfartøy, romfartøy og helikopteretDeler til luftfartøyerFlymotorerTurbojetmotorerTurbopropmotorerJetmotorer, reaksjonsdrivverkDeler til flymotorerDeler til turbojet- eller turbopropmotorerDeler til helikoptreDekk til fly"
34731000,Deler,"til luftfartøyerFlymotorerTurbojetmotorerTurbopropmotorerJetmotorer, reaksjonsdrivverkDeler til flymotorerDeler til turbojet- eller turbopropmotorerDeler til helikoptreDekk til fly"
34731400,"Jetmotorer,",reaksjonsdrivverk
34731500,Deler,til flymotorer
34731600,Deler,til turbojet- eller turbopropmotorer
34731700,Deler,til helikoptre
34731800,Dekk,til fly
34740000,Utstyr,"til luft- og romfartøyer, treningsapparater, simulatorer og tilhørende delerFlyutstyrUtskytningsmateriell til luftfartøyerKatapultsystemer til luftfartøyerFangeanordningsutstyr for landing på dekkFlygesimulatorerBakkeutstyr for flytreningPoser for reisesyke"
34741000,Flyutstyr,til luftfartøyerKatapultsystemer til luftfartøyerFangeanordningsutstyr for landing på dekkFlygesimulatorerBakkeutstyr for flytreningPoser for reisesyke
34741100,Utskytningsmateriell,til luftfartøyerKatapultsystemer til luftfartøyerFangeanordningsutstyr for landing på dekkFlygesimulatorerBakkeutstyr for flytreningPoser for reisesyke | til luftfartøyer
34741200,Katapultsystemer,til luftfartøyer
34741300,Fangeanordningsutstyr,for landing på dekk
34741500,Bakkeutstyr,for flytrening
34741600,Poser,for reisesyke
34900000,Diverse,"transportutstyr og reservedelerHestevogner eller håndtrukne vogner, andre ikke-mekaniskdrevne kjøretøy, bagasjevogner og diverse reservedelerHest- eller håndtrukkete kjerrer og andre ikke-mekanisk drevne kjøretøyTrallerBagasjevognerSportsvogner (for barn)Diverse reservedelerBrukte dekkRegummierte dekkStøtfangereKlokker til montering i kjøretøyerLåser til kjøretøyerSykkel låserSkipspropellerStiger til brannbilerAnkreVeiutstyrVeivedlikeholdsutstyrGatefeiemaskinerFeiemaskiner til landingsbanerVeimerkingsutstyrVeimerkingerGlassperler til veimerkingTrafikkstyringsutstyrInformasjonstavler med variabel/oppdatert informasjonKontrollutstyr til parkeringsplasserUtstyr til oppkreving av avgifterVeisaltTilbehør til veierAutovernSikkerhetsrekkverkBarrierekomponenterGjerdeTrespålerDeler for inngjerdingStøyskjermSikkerhetsavsperringerBeskyttelsesinnhegningTrafikk vernLavinebeskyttelseSnøgjerderGatemøblerMarkeringsstolperVarselslamper for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtterUtstyr til gatebelysningStolper til gatebelysningLyktestolperGatelykterMaterialer til motorveierMaritimt utstyrHavneutstyrDokkutstyrPassasjerlandgangsbroer til skipPassasjerlandgangstrapper til skipSkipsbrosimulatorer.Trafikk kontroll systemer for skipRadaranleggNavigasjonsutstyrPropellbladJernbanemateriellSkinner og tilbehørStengerSporskinnerSporveisskinnerKrysshoderKryssninger, overgangerSporskifterSignalutstyrSignalmasterSignalhusTogovervåkningssystemSporskifteoppvarmingssystemSporinnretningsmaskinerKonstruksjonsmaterialer og leveranser for jernbanesporByggematerialer til jernbanesporSkinnerJernbanematerialerKonstruksjonsmaterialer for jernbanesporStrømførende skinnerSporvekseltunge, skinnekryss, punktstenger og kryssende delerKlemplater, underlag og svillerArmeringsstoler, avstandsklosser og kilerSviller og deler av svillerSvillerDeler av svillerBærende utstyrArbeidsplattformerSlamhåndteringsutstyrSlamtørkeanleggHydrauliske løfteplattformerTilkjøringsramperFergeramperLandgang for passasjererGangbruFlytedokkFlytende lagerenhetLufthavnsutstyrBagasjehåndteringssystemBagasjehåndteringsutstyrFlygelederutstyrKontrolltårnsutstyrFlyvekontrollFlyvekontrollsimuleringFlyvekontrollsystemerFlyvekontrolltreningInstrumentlandingssystem (ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til flyTrafikkovervåkningssystemKamerautstyr til hastighetskontrollSystem til måling av trafikkstrømmenKjøresedler, -rekvisisjonerKontroll-, sikkerhets- signal- og lysutstyrBelysning for utearbeidplasserSkilt og opplyste skiltOpplyste trafikkskiltVeiskiltGateskiltVeibelysningTunnelbelysningBelysning til veiledning og belysning av skip til havsBelysning til veiledning og belysning av skip ved elveseilasBelysning til veiledning og belysning av flyKontroll-, sikkerhets- eller signalutstyr til veierTrafikksignalerKontroll-, sikkerhets- eller signalutstyr til indre sjøveierKontroll-, sikkerhets- eller signalutstyr til parkeringsfasiliteterKontroll-, sikkerhets- eller signalutstyr til lufthavnerFerdskrivereLufthavnbelysningLandingsbanelysKontroll-, sikkerhets- eller signalutstyr til havnerSignalgeneratorer, signalfordelere til antenner og galvaniseringsmaskinerSignalgeneratorerSignalfordelere til antennerGalvaniseringsmaskinerSkalamodellerSkalamodeller av flySkalamodeller av båter"
34910000,Hestevogner,"eller håndtrukne vogner, andre ikke-mekaniskdrevne kjøretøy, bagasjevogner og diverse reservedelerHest- eller håndtrukkete kjerrer og andre ikke-mekanisk drevne kjøretøyTrallerBagasjevognerSportsvogner (for barn)Diverse reservedelerBrukte dekkRegummierte dekkStøtfangereKlokker til montering i kjøretøyerLåser til kjøretøyerSykkel låserSkipspropellerStiger til brannbilerAnkre"
34911000,Hest-,eller håndtrukkete kjerrer og andre ikke-mekanisk drevne kjøretøyTraller
34912000,Bagasjevogner,(for barn)
34912100,Sportsvogner,(for barn) | (for barn)
34913000,Diverse,reservedelerBrukte dekkRegummierte dekkStøtfangereKlokker til montering i kjøretøyerLåser til kjøretøyerSykkel låserSkipspropellerStiger til brannbilerAnkre
34913100,Brukte,dekk
34913200,Regummierte,dekk
34913400,Klokker,til montering i kjøretøyer
34913500,Låser,til kjøretøyerSykkel låser
34913510,Sykkel,låser
34913700,Stiger,til brannbiler
34920000,Veiutstyr,til landingsbanerVeimerkingsutstyrVeimerkingerGlassperler til veimerkingTrafikkstyringsutstyrInformasjonstavler med variabel/oppdatert informasjonKontrollutstyr til parkeringsplasserUtstyr til oppkreving av avgifterVeisaltTilbehør til veierAutovernSikkerhetsrekkverkBarrierekomponenterGjerdeTrespålerDeler for inngjerdingStøyskjermSikkerhetsavsperringerBeskyttelsesinnhegningTrafikk vernLavinebeskyttelseSnøgjerderGatemøblerMarkeringsstolperVarselslamper for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtterUtstyr til gatebelysningStolper til gatebelysningLyktestolperGatelykterMaterialer til motorveier
34921000,Veivedlikeholdsutstyr,til landingsbanerVeimerkingsutstyrVeimerkingerGlassperler til veimerkingTrafikkstyringsutstyrInformasjonstavler med variabel/oppdatert informasjonKontrollutstyr til parkeringsplasserUtstyr til oppkreving av avgifterVeisaltTilbehør til veierAutovernSikkerhetsrekkverkBarrierekomponenterGjerdeTrespålerDeler for inngjerdingStøyskjermSikkerhetsavsperringerBeskyttelsesinnhegningTrafikk vernLavinebeskyttelseSnøgjerderGatemøblerMarkeringsstolperVarselslamper for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtterUtstyr til gatebelysningStolper til gatebelysningLyktestolperGatelykterMaterialer til motorveier | til landingsbaner
34921100,Gatefeiemaskiner,til landingsbanerVeimerkingsutstyrVeimerkingerGlassperler til veimerkingTrafikkstyringsutstyrInformasjonstavler med variabel/oppdatert informasjonKontrollutstyr til parkeringsplasserUtstyr til oppkreving av avgifterVeisaltTilbehør til veierAutovernSikkerhetsrekkverkBarrierekomponenterGjerdeTrespålerDeler for inngjerdingStøyskjermSikkerhetsavsperringerBeskyttelsesinnhegningTrafikk vernLavinebeskyttelseSnøgjerderGatemøblerMarkeringsstolperVarselslamper for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtterUtstyr til gatebelysningStolper til gatebelysningLyktestolperGatelykterMaterialer til motorveier | til landingsbaner
34921200,Feiemaskiner,til landingsbanerVeimerkingsutstyrVeimerkingerGlassperler til veimerkingTrafikkstyringsutstyrInformasjonstavler med variabel/oppdatert informasjonKontrollutstyr til parkeringsplasserUtstyr til oppkreving av avgifterVeisaltTilbehør til veierAutovernSikkerhetsrekkverkBarrierekomponenterGjerdeTrespålerDeler for inngjerdingStøyskjermSikkerhetsavsperringerBeskyttelsesinnhegningTrafikk vernLavinebeskyttelseSnøgjerderGatemøblerMarkeringsstolperVarselslamper for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtterUtstyr til gatebelysningStolper til gatebelysningLyktestolperGatelykterMaterialer til motorveier | til landingsbaner | til landingsbaner
34922000,Veimerkingsutstyr,til veimerking
34922100,Veimerkinger,til veimerking | til veimerking
34922110,Glassperler,til veimerking | til veimerking | til veimerking
34924000,Informasjonstavler,med variabel/oppdatert informasjon
34926000,Kontrollutstyr,til parkeringsplasser
34927000,Utstyr,til oppkreving av avgifterVeisalt
34928000,Tilbehør,til veierAutovernSikkerhetsrekkverkBarrierekomponenterGjerdeTrespålerDeler for inngjerdingStøyskjermSikkerhetsavsperringerBeskyttelsesinnhegningTrafikk vernLavinebeskyttelseSnøgjerderGatemøblerMarkeringsstolperVarselslamper for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtterUtstyr til gatebelysningStolper til gatebelysningLyktestolperGatelykter
34928200,Gjerde,for inngjerdingStøyskjerm
34928210,Trespåler,for inngjerdingStøyskjerm
34928220,Deler,for inngjerdingStøyskjerm | for inngjerding
34928300,Sikkerhetsavsperringer,vernLavinebeskyttelseSnøgjerder
34928310,Beskyttelsesinnhegning,vernLavinebeskyttelseSnøgjerder
34928320,Trafikk,vernLavinebeskyttelseSnøgjerder | vern
34928400,Gatemøbler,for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtter
34928410,Markeringsstolper,for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtter
34928420,Varselslamper,for trafikkfareFyrBusstoppestolperTrafikkfyrVeikjeglerSkiltingSøppelbeholdere og -bøtter | for trafikkfare
34928480,Søppelbeholdere,og -bøtter
34928500,Utstyr,til gatebelysningStolper til gatebelysningLyktestolperGatelykter
34928510,Stolper,til gatebelysning
34929000,Materialer,til motorveier
34930000,Maritimt,utstyrHavneutstyrDokkutstyrPassasjerlandgangsbroer til skipPassasjerlandgangstrapper til skipSkipsbrosimulatorer.Trafikk kontroll systemer for skipRadaranleggNavigasjonsutstyrPropellblad
34931000,Havneutstyr,til skipPassasjerlandgangstrapper til skipSkipsbrosimulatorer.Trafikk kontroll systemer for skip
34931100,Dokkutstyr,til skipPassasjerlandgangstrapper til skipSkipsbrosimulatorer.Trafikk kontroll systemer for skip
34931200,Passasjerlandgangsbroer,til skipPassasjerlandgangstrapper til skipSkipsbrosimulatorer.Trafikk kontroll systemer for skip | til skip
34931300,Passasjerlandgangstrapper,til skip
34931500,Trafikk,kontroll systemer for skip
34940000,Jernbanemateriell,"og tilbehørStengerSporskinnerSporveisskinnerKrysshoderKryssninger, overgangerSporskifterSignalutstyrSignalmasterSignalhusTogovervåkningssystemSporskifteoppvarmingssystemSporinnretningsmaskinerKonstruksjonsmaterialer og leveranser for jernbanesporByggematerialer til jernbanesporSkinnerJernbanematerialerKonstruksjonsmaterialer for jernbanesporStrømførende skinnerSporvekseltunge, skinnekryss, punktstenger og kryssende delerKlemplater, underlag og svillerArmeringsstoler, avstandsklosser og kilerSviller og deler av svillerSvillerDeler av sviller"
34941000,Skinner,"og tilbehørStengerSporskinnerSporveisskinnerKrysshoderKryssninger, overgangerSporskifterSignalutstyrSignalmasterSignalhusTogovervåkningssystemSporskifteoppvarmingssystemSporinnretningsmaskinerKonstruksjonsmaterialer og leveranser for jernbanesporByggematerialer til jernbanesporSkinnerJernbanematerialerKonstruksjonsmaterialer for jernbanesporStrømførende skinnerSporvekseltunge, skinnekryss, punktstenger og kryssende delerKlemplater, underlag og svillerArmeringsstoler, avstandsklosser og kilerSviller og deler av svillerSvillerDeler av sviller | og tilbehørStengerSporskinnerSporveisskinnerKrysshoderKryssninger, overgangerSporskifter"
34941600,"Kryssninger,",overganger
34946000,Konstruksjonsmaterialer,"og leveranser for jernbanesporByggematerialer til jernbanesporSkinnerJernbanematerialerKonstruksjonsmaterialer for jernbanesporStrømførende skinnerSporvekseltunge, skinnekryss, punktstenger og kryssende delerKlemplater, underlag og svillerArmeringsstoler, avstandsklosser og kiler"
34946100,Byggematerialer,til jernbanesporSkinnerJernbanematerialer
34946200,Konstruksjonsmaterialer,"for jernbanesporStrømførende skinnerSporvekseltunge, skinnekryss, punktstenger og kryssende delerKlemplater, underlag og svillerArmeringsstoler, avstandsklosser og kiler"
34946210,Strømførende,skinner
34946220,"Sporvekseltunge,","skinnekryss, punktstenger og kryssende deler"
34946230,"Klemplater,",underlag og sviller
34946240,"Armeringsstoler,",avstandsklosser og kiler
34947000,Sviller,og deler av svillerSvillerDeler av sviller
34947200,Deler,av sviller
34950000,Bærende,utstyrArbeidsplattformerSlamhåndteringsutstyrSlamtørkeanleggHydrauliske løfteplattformerTilkjøringsramperFergeramperLandgang for passasjererGangbruFlytedokkFlytende lagerenhet
34952000,Hydrauliske,løfteplattformer
34953000,Tilkjøringsramper,for passasjerer
34953100,Fergeramper,for passasjerer
34953300,Landgang,for passasjerer | for passasjerer
34955000,Flytedokk,lagerenhet
34955100,Flytende,lagerenhet | lagerenhet
34960000,Lufthavnsutstyr,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34961000,Bagasjehåndteringssystem,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34961100,Bagasjehåndteringsutstyr,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34962000,Flygelederutstyr,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34962100,Kontrolltårnsutstyr,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34962200,Flyvekontroll,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34962210,Flyvekontrollsimulering,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34962220,Flyvekontrollsystemer,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34962230,Flyvekontrolltrening,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34963000,Instrumentlandingssystem,(ILS)Rundstrålende VHF-radioanlegg av Doppler-typen (DVOR)Avstandsmåleutstyr (DME).Radiopeileapparat og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)Kommunikasjonssystem til flyplasser (COM)Overvåknings- og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)Passasjerbroer og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly | (ILS)
34964000,Rundstrålende,VHF-radioanlegg av Doppler-typen (DVOR)
34965000,Avstandsmåleutstyr,(DME).
34966000,Radiopeileapparat,og rundstrålende radiofyrtårnRadiopeileapparat (RDF)Rundstrålende radiofyrtårn (NDB)
34966100,Radiopeileapparat,(RDF)
34966200,Rundstrålende,radiofyrtårn (NDB)
34967000,Kommunikasjonssystem,til flyplasser (COM)
34968000,Overvåknings-,og belysningssystem til flyplasserOvervåkningssystem til flyplasser (SUR)Belysningssystem til flyplasser (PAPI)
34968100,Overvåkningssystem,til flyplasser (SUR)
34968200,Belysningssystem,til flyplasser (PAPI)
34969000,Passasjerbroer,og -trapper til flyPassasjerbroer til flyPassasjerpåstigingstrapper til fly
34969100,Passasjerbroer,til fly
34969200,Passasjerpåstigingstrapper,til fly
34970000,Trafikkovervåkningssystem,til hastighetskontrollSystem til måling av trafikkstrømmen
34971000,Kamerautstyr,til hastighetskontrollSystem til måling av trafikkstrømmen | til hastighetskontroll
34972000,System,til måling av trafikkstrømmen
34980000,"Kjøresedler,",-rekvisisjoner
34990000,"Kontroll-,","sikkerhets- signal- og lysutstyrBelysning for utearbeidplasserSkilt og opplyste skiltOpplyste trafikkskiltVeiskiltGateskiltVeibelysningTunnelbelysningBelysning til veiledning og belysning av skip til havsBelysning til veiledning og belysning av skip ved elveseilasBelysning til veiledning og belysning av flyKontroll-, sikkerhets- eller signalutstyr til veierTrafikksignalerKontroll-, sikkerhets- eller signalutstyr til indre sjøveierKontroll-, sikkerhets- eller signalutstyr til parkeringsfasiliteterKontroll-, sikkerhets- eller signalutstyr til lufthavnerFerdskrivereLufthavnbelysningLandingsbanelysKontroll-, sikkerhets- eller signalutstyr til havnerSignalgeneratorer, signalfordelere til antenner og galvaniseringsmaskinerSignalgeneratorerSignalfordelere til antennerGalvaniseringsmaskinerSkalamodellerSkalamodeller av flySkalamodeller av båter"
34991000,Belysning,for utearbeidplasser
34992000,Skilt,og opplyste skiltOpplyste trafikkskiltVeiskiltGateskilt
34992100,Opplyste,trafikkskilt
34994000,Belysning,til veiledning og belysning av skip til havsBelysning til veiledning og belysning av skip ved elveseilas
34994100,Belysning,til veiledning og belysning av skip ved elveseilas
34995000,Belysning,til veiledning og belysning av fly
34996000,"Kontroll-,","sikkerhets- eller signalutstyr til veierTrafikksignalerKontroll-, sikkerhets- eller signalutstyr til indre sjøveierKontroll-, sikkerhets- eller signalutstyr til parkeringsfasiliteter"
34996200,"Kontroll-,",sikkerhets- eller signalutstyr til indre sjøveier
34996300,"Kontroll-,",sikkerhets- eller signalutstyr til parkeringsfasiliteter
34997000,"Kontroll-,",sikkerhets- eller signalutstyr til lufthavnerFerdskrivereLufthavnbelysningLandingsbanelys
34998000,"Kontroll-,",sikkerhets- eller signalutstyr til havner
34999000,"Signalgeneratorer,",signalfordelere til antenner og galvaniseringsmaskinerSignalgeneratorerSignalfordelere til antennerGalvaniseringsmaskinerSkalamodellerSkalamodeller av flySkalamodeller av båter
34999200,Signalfordelere,til antenner
34999400,Skalamodeller,av flySkalamodeller av båter
34999410,Skalamodeller,av flySkalamodeller av båter | av fly
34999420,Skalamodeller,av båter
35000000,"Sikkerhets-,","brannslukkings-, politi- og forsvarsutstyrNød- og sikkerhetsutstyrBrannslukkings-, rednings- og sikkerhetsutstyrBrannbekjempelsesutstyrPusteapparat ved brannbekjempelseBrannslukningsmateriellBrannslukkereSkumpatronerBærbare brannslukkereBrannfluktutstyrBrannslukningssystemerBrannslukkende håndverktøyBrannslukkende skum eller lignende kjemikalierRednings- og kriseutstyrLivredningsdukkerKrisedusjerØyedusjerSikkerhetsutstyrUtstyr til sikring av arbeidsplassBeskyttelsessystem til atomreaktorKjernefysisk-, biologisk, kjemisk og radiologisk beskyttelsesutstyrAtomsikkerhetsutstyrSikkerhetsinstallasjonerBeskyttelse og sikkerhetsbekledningKlær til biologisk eller kjemisk beskyttelseBeskyttelsesklær mot kjernefysiskstråling og radioaktivitetSikkerhets vesterReflekterende vesterBeskyttelsessjakker eller -ponchoerBeskyttelsessokker eller -strømperBeskyttelsesskjorter eller -bukserHåndleddsbeskyttelseBeskyttelseskjolerOvervåknings- og sikkerhetssystemer og redskapSikringsutstyrRingealarmerApparat for avdekking av forfalskede pengerSikkerhetsanordningerSikkerhetssekkerSeglMerkelapperAlarmsystemerKonvekse sikkerhetsspeilRadardetektorerUtstyr til in-situ-bestemmelseMagnetkortsystemUtstyr til arbeidstidsstyringTidskontrollsystemIdentifikasjonskortVideoidentifikasjonssystemerMetalldetektorerOvervåkningssystemSensorerBiometriske sensorerTidskontrollsystem eller apparat til arbeidstidsregistreringSikkerhetskameraerStrekkode avlesingsutstyrPolitiutstyrSkyteskiverUtstyr til anvendelse mot opptøyerVannkanonerHåndjernSirenerBeskyttelsesklær for hundeangrepPolitiskiltInformasjonstavlerInformasjonstavler med oppdateringerSignalutstyr til veikryss og jernbaneovergangerVåpen, ammunisjon og tilhørende delerDiverse våpenSverd, macheter, bajonetter og lanserSverdHuggerterBajonetterLanserGasspistolerSkytevåpenLette skytevåpenHåndvåpenRiflerMaskingeværerArtilleriLuftvernsartilleriMobilt artilleriTrukket artilleriBombekastereHaubitserAmmunisjonAmmunisjon til skytevåpen og krigføringKulerArtillerigranaterGranaterLandminerPatroner.Ammunisjon til sjøkrigføringTorpedoerSjøminerAmmunisjon til luftkrigføringBomberRaketterDeler til skytevåpen og ammunisjonDeler til lette skytevåpenRørledningsarmatur av rødmetall (bronse)Deler til raketterDeler til bombekastereMilitære kjøretøy og tilhørende delerPansrede kjøretøyKampvognerTunge kampvognerLette kampvognerPansrede kampkjøretøyInfanterikampkjøretøyPansrede mannskapskjøretøyPansrede våpenkjøretøyRekognoserings- eller overvåkningskjøretøyKommando- og forbindelseskjøretøyDeler til krigskjøretøyMekaniske reservedeler til militærkjøretøy.Motorer og motordeler til militærkjøretøy.Elektroniske og elektriske reservedeler til militærkjøretøy.Krigsskip og delerKrigsskipOverflateskip til krigføringHangarskipDestroyere og fregatterKorvetter og patruljebåterAmfibiske fartøy og skipUndervannsbåterStrategiske atomdrevne undervannsbåterAtomdrevne angrepsubåterDieseldrevne angrepsubåterUbemannede undervannsfartøySkip til minekrigsføring og hjelpefartøyMinejager / minestrykerHjelpefartøy til forskningHjelpefartøy til innsamling av etterretningHjelpesykehus-, frakt-, tanker-, Ro-Ro fartøyDeler til krigsskipSkrog og mekaniske reservedeler til krigsskipMotorer og motordeler til krigsskipElektroniske og elektriske reservedeler til krigsskipMilitære luftfartøy, missiler og romfartøyMilitære luftfartøyUbemannede luftfartøy (UAV)Ubemannede kampluftfartøy (UCAV)RaketterStrategiske missilerStrategiske anti-ballistiske missilerInterkontinentale ballistiske missilerBallistiske missiler avfyrt fra u-båtMellomdistanse ballistiske missilerTaktiske missilerLuft-til-luft missilerLuft-til-bakke missilerAnti-skipsmissilerAnti u-båt missilerTaktiske anti-ballistiske missilerStyrt anti-tanks missilerBakke-til-luft missilerKryssermissilerLuft-, bakke-, sjøutskytnings kryssermissilerMilitære romfartøyMilitærsatelitterKommunikasjonssatelitterObservasjonssatelitterNavigasjonssatelitterDeler til militært aerospace utstyrStrukturelle og mekaniske reservedeler til militært aerospace utstyrMotorer og motordeler til militært aerospace utstyrElektroniske og elektriske reservedeler til militært aerospace utstyrMilitære elektroniske systemerKommando, kontroll, kommunikasjon og datasystemKommando, Kontroll og KommunikasjonssystemTaktisk Kommando, Kontroll og KommunikasjonssystemEtterretning, Overvåkning, Målakkvisisjon og RekognoseringElektronisk etterretningssystemRadarLuftforsvarradarElektronisk krigføringKampsimulatorerIndividuelt- og støtteutstyrPersonlig utstyrKampuniformerKamuflasjejakkerKampdrakterKamputstyrMilitærhjelmerOvertrekk til hjelmerGassmaskerSkuddsikre klærSkuddsikre vesterStøtteutstyrFlaggFlaggstenger"
