CPV Code,Name,Description
14710000,"Jern,","bly, sink, tinn og kopperJernRåjernBlySinkTinnKopperAluminium, nikkel, scandium, titanium og vanadiumAluminiumAluminiumoksidNikkelScandiumTitaniumVanadiumKrom, mangan, kobolt, yttrium og zirkonium.Krom,ManganKoboltYttriumZirkoniumMolybden, technetium, ruthenium og rhodium.MolybdenTechnetium.Ruthenium.Rhodium.Kadmium, lutetium, hafnium, tantal og wolframKadmiumLutetium,HafniumTantalWolframIridium, gallium, indium, thalliums og barium.IridiumGalliumIndiumThalliumsBariumCesium, strontium, rubidium og kalsiumCesiumStrontiumRubidiumKalsiumKalium, magnesium, natrium and litium.Kalium,Magnesium,NatriumLitium.Niob, osmium, rhenium og palladiumNiobOsmiumRheniumPalladium | bly, sink, tinn og kopperJernRåjernBlySinkTinnKopper"
14720000,"Aluminium,","nikkel, scandium, titanium og vanadiumAluminiumAluminiumoksidNikkelScandiumTitaniumVanadium"
14730000,"Krom,","mangan, kobolt, yttrium og zirkonium.Krom,ManganKoboltYttriumZirkonium"
14740000,"Molybden,","technetium, ruthenium og rhodium.MolybdenTechnetium.Ruthenium.Rhodium."
14750000,"Kadmium,","lutetium, hafnium, tantal og wolframKadmiumLutetium,HafniumTantalWolfram"
14760000,"Iridium,","gallium, indium, thalliums og barium.IridiumGalliumIndiumThalliumsBarium"
14770000,"Cesium,","strontium, rubidium og kalsiumCesiumStrontiumRubidiumKalsium"
14780000,"Kalium,","magnesium, natrium and litium.Kalium,Magnesium,NatriumLitium."
14790000,"Niob,","osmium, rhenium og palladiumNiobOsmiumRheniumPalladium"
14800000,Diverse,"ikke-metalliske mineralprodukterSlipeprodukterMøllestein, slipestein og slipeskiverMøllesteinSlipesteinSlipeskiverSlipemidler som pulver eller kornKunstig korund (aluminiumoksid)Kunstig grafittGlassGlassfiber"
14810000,Slipeprodukter,slipestein og slipeskiverMøllesteinSlipesteinSlipeskiverSlipemidler som pulver eller kornKunstig korund (aluminiumoksid)Kunstig grafitt
14811000,"Møllestein,",slipestein og slipeskiverMøllesteinSlipesteinSlipeskiverSlipemidler som pulver eller kornKunstig korund (aluminiumoksid)Kunstig grafitt | slipestein og slipeskiverMøllesteinSlipesteinSlipeskiver
14812000,Slipemidler,som pulver eller korn
14813000,Kunstig,korund (aluminiumoksid)
14814000,Kunstig,grafitt
14900000,Gjenvunnet,sekundære råmaterialerGjenvunnet sekundære råmaterialer av metallGjenvunnet sekundære råmaterialer av ikke-metallAske og rester som inneholder metaller
14910000,Gjenvunnet,sekundære råmaterialer av metall
14920000,Gjenvunnet,sekundære råmaterialer av ikke-metall
14930000,Aske,og rester som inneholder metaller
15000000,"Næringsmidler,","drikkevarer, tobakk og relaterte produkterDyreprodukter, kjøtt og kjøttprodukterKjøttOksekjøttOksekjøttKalvekjøttFjærkreFerskt fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andeleverSvinekjøttInnmatLamme- og fårekjøttLammekjøttFårekjøttGeitekjøttHester, esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøttDiverse kjøttKaninHarekjøttViltFroskelårDuerFiskekjøttKjøttprodukterKjøttkonserver og kjøttvarerPølsekjøttprodukterPølsekjøttPølseprodukterPølserTørket, saltet, røkt eller krydret kjøttSaltet skinkeBaconSalamiLeverprodukterPosteiProdukter av gåse- eller andeleverProdukter av svinekjøttSkinkeKjøttbollerFerdigretter tilberedt av svinekjøttProdukter av fjærkreOkse- og kalvekjøttprodukterKjøttboller av oksekjøttHakkebiffBurger av oksekjøttKjøttprodukterTilberedt og konservert fiskFiskefileter, fiskelever og rognFiskefileterFerske fiskefileterFiskerognFiskeleverFrossen fisk, fiskefileter og øvrig fiskekjøttFrossen fiskFrosne fiskeprodukterTørket eller saltet fisk; fisk i saltlake; røkt fiskTørket fiskSaltet fiskFisk i saltlakeRøkt fiskKonservert fiskHermetisert fisk og på annen vis tilberedt eller konservert fiskPanert fisk eller hermetisertHermetisert laksTilberedt eller konservert sildSardinerHermetisert tunfiskMakrellAnsjoserFiskepinnerPanerte fiskeprodukterTilberedte fiskeretterFiskeprodukterKaviar og fiskeeggKaviarFiskeeggFisk og skalldyrFrosne krepsdyrTilberedte eller konserverte krepsdyrSkalldyrprodukterFrukt, grønnsaker og lignende produkterPoteter og potetprodukterFrosne poteterPommes fritesFrosne poteter i terninger, skiver og annetPotetprodukterPotetmospulverPommes frites delvis fritertPotetgullPotetgull, smakstilsattPotetsnacksPotetkroketterBearbeidede poteterFrukt- og grønnsakkraftFruktsaftAppelsinjuiceGrapefruktjuiceSitronjuiceAnanasjuiceDruejuiceEplejuiceJuiceblandinger, ikke konsentrertJuicekonsentraterGrønnsaksjuicerTomatjuiceBearbeidede frukt og grønnsakerBearbeidede grønnsakerFerske eller frosne grønnsakerBearbeidede rotgrønnsakerBearbeidede knoll grønnsakerBønner, erter, paprika, tomater og andre grønnsakerBlad og kålgrønnsakerBearbeidede belgplanterfrøFrosne grønnsakerGrønnsaker, konservert og/eller hermetisertBønner i tomatsausKonserverte tomaterHermetiserte sopperBearbeidede olivenHermetiserte grønnsakerSukkermaisMidlertidig konserverte grønnsakerGrønnsaker, konservert i eddikBearbeidede frukter og nøtterBearbeidet fruktBearbeidede eplerBearbeidede pærerBearbeidede bananerRabarbraMelonerSyltetøy og marmelade; fruktgelé; smørepålegg av frukter eller nøtterMarmeladerFruktgeléerSmørepålegg av fruktSmørepålegg av nøtterFruktpuréerSyltetøyBearbeidede nøtterRistete eller saltede nøtterKonservert FruktTørket FruktVegetabilske biprodukterAnimalske og vegetabilske oljer og fettstofferRå animalske eller vegetabilske oljer og fettstofferAnimalske eller vegetabilske oljerVegetabilske oljerOlivenoljeSesamoljeJordnøttoljeKokosnøttoljeMatoljeStekeoljeFettstofferAnimalske fettstofferVegetabilske fettstofferFaste reststoffer av vegetabilske fettstoffer eller oljerOljekakerRaffinerte oljer og fettstofferRaffinerte oljerRaffinerte fettstofferHydrogenerte eller forestrerte oljer eller fettstofferVegetabilsk voksSpiselige fettstofferMargarin og tilsvarende produkterMargarinFlytende margarinMagre smørbare produkter med redusert fettinnholdMeieriprodukterMelk og fløteMelkPasteurisert melkSterilisert melkBearbeidet melk med lang holdbarhetstidSkummetmelkLettmelkHelmelkKondensert melkTørrmelkFløteKaffefløteFløte med et fettinnhold på minst45 vektprosentTykk fløte med et fettinnhold på minst63 vektprosentKremfløteSmørOsteprodukterOstFersk ostCottage cheeseMjukostFeta ostRevet, pulverisert, blå-melert og andre osterBlåmuggostCheddarostRevet ostParmesanostHard ostSmøreostAssorterte meieriprodukterYoghurt og andre gjærete melkeprodukterYoghurtYoghurt naturellYoghurt med smakstilsetningKjernemelkKaseinLaktose eller laktosesirupMyseIskrem og lignede produkterIskremSorbetKornprodukter, stivelser og stivelsesprodukterKornprodukterAvskallet risMel av korn eller vegetabilsk mel og beslektede produkterHvetemelHelkornsmelBrødbakemelVanlig melMel til finere bakverkSelvhevende melMel av kornMaismelRismelFint- og grovmalt vegetabilsk melBlandinger til bakeriprodukterFerdiglagde kakeblandingerFerdiglagde bakeblandingerBakeriprodukterProdukter av kjerner av kornMalt havreProdukter av kornFerdiglagde frokostprodukter av kornHavregrynBearbeidet risLangkornet risPolert risKnust risKliStivelse og stivelsesprodukterMaisoljeGlukose og glukoseprodukter; fruktose og fruktoseprodukterGlukose og glukoseprodukterGlukoseGlukosesirupFruktose og fruktoseprodukterFruktoseFruktoseprepraraterStivelseTapiokaSemulegrynVaniljekrempulverFôrblandinger til dyrPreparert dyrefór til gårdsdyr og andre dyrFiskefôrTørrfôrFôr til selskapsdyrDiverse ernæringsmidlerBrødprodukter, fersk bakverk og kakerBrødprodukterBrødRundstykkerCroissanterTebrød (crumpets)Ferdiglagde brødprodukterSmørbrød/SandwicherBakverk og kakerBakverkTerterKakerFrokostvarerKavringer og kjeks; bakverk og kaker med konserveringsmiddelRistete brødprodukter og bakverkRistete brødprodukterRistet brødKnekkebrødKavringerSmåkaker/kjeksSukker og liknende produkterSukkerHvitt sukkerLønnesukker og -sirupMelasseSukker SirupHonningAvfallsprodukter fra sukkerfremstillingSukkerprodukterDesserterTertebunnerKakao; sjokolade- og sukkervarer/søtsakerKakaoKakaomasseKakaosmør, -fett eller -oljeUsøtet kakaopulverSøtet kakaopulverSjokolade og sukkervarer/søtsakerSjokoladeSjokoladevarerDrikkesjokoladeSjokoladeplaterKonfekter søtsakerDrops sukkertøyNougatFrukt, nøtter eller Fruktskall, konservert med sukkerPastaprodukterMelprodukterPastaprodukter, ukoktFerdiglaget pasta og couscousFerdiglaget pastaFylt pastaLasagneCouscousHermetisert pastaKaffe, te og liknende produkterKaffeBrent kaffeKoffeinfri kaffeKaffeerstatningerTeGrønn teSort teProdukter av te eller matéTeposerUrteteSmakstilsetninger og krydderEddik; sauser; blandede smakstilsetninger; sennepspulver- og mel; tilberedt sennepEddik og eddik erstatningerEddik eller tilsvarendeSauser, blandede smakstilsetninger og blandede krydderSoyasauserTomatketchupSennepSauserBlandede smakstilsetningerUrter og krydderPepperKrydderUrterSaltIngefærSpesielle næringsmidlerHomogeniserte ernæringsmidlerDiettprodukterBarnematDiverse matprodukter og tørkede varerSupper og buljongerKjøttsupperFiskesupperBlandede supperSupperSuppeblandingerBuljongerSuppekraftBlandinger til suppekraftGrønnsaksupperGrønnsaksafter, ekstrakter, pektinstoffer og jevningsmidlerSafter av grønnsakerGrønnsakekstrakterJevningsmidlerTørrvarerMatvareblandingerDessertblandingerSausblandingerBearbeidede ernæringsmidlerVeganisk matFerdiglagede måltiderFerdiglagede måltider til skolerFerdiglagede måltider til sykehusFerdige matretterSnacks mellommåltidMatvarer til automaterPåleggDelikatessevarerHurtigmat produkterHamburgereDypfryste varerBoksemat og nødrasjonerNødrasjonerHermetiserte varerMatvarepakkerGjærBakepulverDrikkevarer, tobakk og relaterte produkterDestillerte alkoholholdige drikkevarerSpritholdige drikkevarerSpritLikørerVinerViner, uten smakstilsetningerMusserende vinBordvinPortvinMadeiraDruemustSherryVinbermeCider og andre fruktvinerCiderFruktvinerUdestillerte gjærede drikkevarerVermouthMaltølØlPilsnerølBerme fra brygging eller destilleringAlkoholfrie drikkevarerMineralvannMineralvann uten kullsyreMineralvann med kullsyreVann i fast formIsSnøMineralvann tilsatt smakLeskedrikkSaft konsentrert fruktsaftSjokolademelkTobakk, tobakksvarer og utstyr dertilTobakksvarerSigarerSigarillosSigaretterTobakkBehandlet tobakkTobakkhandelsvarerSigarettpapir og filterpapirSigarettpapirFilterpapir"
15100000,"Dyreprodukter,","kjøtt og kjøttprodukterKjøttOksekjøttOksekjøttKalvekjøttFjærkreFerskt fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andeleverSvinekjøttInnmatLamme- og fårekjøttLammekjøttFårekjøttGeitekjøttHester, esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøttDiverse kjøttKaninHarekjøttViltFroskelårDuerFiskekjøttKjøttprodukterKjøttkonserver og kjøttvarerPølsekjøttprodukterPølsekjøttPølseprodukterPølserTørket, saltet, røkt eller krydret kjøttSaltet skinkeBaconSalamiLeverprodukterPosteiProdukter av gåse- eller andeleverProdukter av svinekjøttSkinkeKjøttbollerFerdigretter tilberedt av svinekjøttProdukter av fjærkreOkse- og kalvekjøttprodukterKjøttboller av oksekjøttHakkebiffBurger av oksekjøttKjøttprodukter"
15110000,Kjøtt,"fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andeleverSvinekjøttInnmatLamme- og fårekjøttLammekjøttFårekjøttGeitekjøttHester, esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøttDiverse kjøttKaninHarekjøttViltFroskelårDuerFiskekjøtt"
15111000,Oksekjøtt,"fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andeleverSvinekjøttInnmatLamme- og fårekjøttLammekjøttFårekjøttGeitekjøttHester, esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøttDiverse kjøttKaninHarekjøttViltFroskelårDuerFiskekjøtt"
15111100,Oksekjøtt,"fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andeleverSvinekjøttInnmatLamme- og fårekjøttLammekjøttFårekjøttGeitekjøttHester, esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøttDiverse kjøttKaninHarekjøttViltFroskelårDuerFiskekjøtt"
15111200,Kalvekjøtt,"fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andeleverSvinekjøttInnmatLamme- og fårekjøttLammekjøttFårekjøttGeitekjøttHester, esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøttDiverse kjøttKaninHarekjøttViltFroskelårDuerFiskekjøtt"
15112000,Fjærkre,"fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andeleverSvinekjøttInnmatLamme- og fårekjøttLammekjøttFårekjøttGeitekjøttHester, esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøttDiverse kjøttKaninHarekjøttViltFroskelårDuerFiskekjøtt | fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andelever"
15112100,Ferskt,"fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andeleverSvinekjøttInnmatLamme- og fårekjøttLammekjøttFårekjøttGeitekjøttHester, esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøttDiverse kjøttKaninHarekjøttViltFroskelårDuerFiskekjøtt | fjærkreGjessKalkunerKyllingerEnderFjærkre leverGåse- og andelever | fjærkreGjessKalkunerKyllingerEnder"
15112300,Fjærkre,leverGåse- og andelever
15112310,Gåse-,og andelever
15115000,Lamme-,og fårekjøttLammekjøttFårekjøtt
15118000,"Hester,","esel, muldyr eller mulesel kjøttHestekjøttEsel, muldyr eller mulesel kjøtt"
15118900,"Esel,",muldyr eller mulesel kjøtt
15119000,Diverse,kjøttKaninHarekjøttViltFroskelårDuerFiskekjøtt
15130000,Kjøttprodukter,"og kjøttvarerPølsekjøttprodukterPølsekjøttPølseprodukterPølserTørket, saltet, røkt eller krydret kjøttSaltet skinkeBaconSalamiLeverprodukterPosteiProdukter av gåse- eller andeleverProdukter av svinekjøttSkinkeKjøttbollerFerdigretter tilberedt av svinekjøttProdukter av fjærkreOkse- og kalvekjøttprodukterKjøttboller av oksekjøttHakkebiffBurger av oksekjøttKjøttprodukter"
15131000,Kjøttkonserver,"og kjøttvarerPølsekjøttprodukterPølsekjøttPølseprodukterPølserTørket, saltet, røkt eller krydret kjøttSaltet skinkeBaconSalamiLeverprodukterPosteiProdukter av gåse- eller andeleverProdukter av svinekjøttSkinkeKjøttbollerFerdigretter tilberedt av svinekjøttProdukter av fjærkreOkse- og kalvekjøttprodukterKjøttboller av oksekjøttHakkebiffBurger av oksekjøttKjøttprodukter | og kjøttvarerPølsekjøttprodukterPølsekjøttPølseprodukterPølserTørket, saltet, røkt eller krydret kjøttSaltet skinkeBaconSalamiLeverprodukterPosteiProdukter av gåse- eller andeleverProdukter av svinekjøttSkinkeKjøttbollerFerdigretter tilberedt av svinekjøttProdukter av fjærkreOkse- og kalvekjøttprodukterKjøttboller av oksekjøttHakkebiffBurger av oksekjøttKjøttprodukter"
15131200,"Tørket,","saltet, røkt eller krydret kjøttSaltet skinkeBaconSalami"
15131210,Saltet,skinke
15131300,Leverprodukter,av gåse- eller andelever
15131310,Postei,av gåse- eller andelever
15131320,Produkter,av gåse- eller andelever | av gåse- eller andelever
15131400,Produkter,av svinekjøttSkinkeKjøttbollerFerdigretter tilberedt av svinekjøtt
15131490,Ferdigretter,tilberedt av svinekjøtt
15131500,Produkter,av fjærkre
15131600,Okse-,og kalvekjøttprodukterKjøttboller av oksekjøttHakkebiffBurger av oksekjøtt
15131610,Kjøttboller,av oksekjøtt
15131640,Burger,av oksekjøtt
15200000,Tilberedt,"og konservert fiskFiskefileter, fiskelever og rognFiskefileterFerske fiskefileterFiskerognFiskeleverFrossen fisk, fiskefileter og øvrig fiskekjøttFrossen fiskFrosne fiskeprodukterTørket eller saltet fisk; fisk i saltlake; røkt fiskTørket fiskSaltet fiskFisk i saltlakeRøkt fiskKonservert fiskHermetisert fisk og på annen vis tilberedt eller konservert fiskPanert fisk eller hermetisertHermetisert laksTilberedt eller konservert sildSardinerHermetisert tunfiskMakrellAnsjoserFiskepinnerPanerte fiskeprodukterTilberedte fiskeretterFiskeprodukterKaviar og fiskeeggKaviarFiskeeggFisk og skalldyrFrosne krepsdyrTilberedte eller konserverte krepsdyrSkalldyrprodukter"
15210000,"Fiskefileter,",fiskelever og rognFiskefileterFerske fiskefileterFiskerognFiskelever
15211000,Fiskefileter,fiskefileter
15211100,Ferske,fiskefileter | fiskefileter
15220000,Frossen,"fisk, fiskefileter og øvrig fiskekjøttFrossen fiskFrosne fiskeprodukter"
15221000,Frossen,fisk
15229000,Frosne,fiskeprodukter
15230000,Tørket,eller saltet fisk; fisk i saltlake; røkt fiskTørket fiskSaltet fiskFisk i saltlakeRøkt fiskKonservert fisk
15231000,Tørket,fisk
15232000,Saltet,fisk
15233000,Fisk,i saltlake
15234000,Røkt,fisk
15235000,Konservert,fisk
15240000,Hermetisert,fisk og på annen vis tilberedt eller konservert fiskPanert fisk eller hermetisertHermetisert laksTilberedt eller konservert sildSardinerHermetisert tunfiskMakrellAnsjoserFiskepinnerPanerte fiskeprodukterTilberedte fiskeretterFiskeprodukterKaviar og fiskeeggKaviarFiskeegg
15241000,Panert,fisk eller hermetisertHermetisert laksTilberedt eller konservert sildSardinerHermetisert tunfiskMakrellAnsjoserFiskepinnerPanerte fiskeprodukter
15241100,Hermetisert,laks
15241200,Tilberedt,eller konservert sild
15241400,Hermetisert,tunfisk
15241800,Panerte,fiskeprodukter
15242000,Tilberedte,fiskeretter
15244000,Kaviar,og fiskeeggKaviarFiskeegg
15250000,Fisk,og skalldyrFrosne krepsdyrTilberedte eller konserverte krepsdyrSkalldyrprodukter
15251000,Frosne,krepsdyr
15252000,Tilberedte,eller konserverte krepsdyr
15300000,"Frukt,","grønnsaker og lignende produkterPoteter og potetprodukterFrosne poteterPommes fritesFrosne poteter i terninger, skiver og annetPotetprodukterPotetmospulverPommes frites delvis fritertPotetgullPotetgull, smakstilsattPotetsnacksPotetkroketterBearbeidede poteterFrukt- og grønnsakkraftFruktsaftAppelsinjuiceGrapefruktjuiceSitronjuiceAnanasjuiceDruejuiceEplejuiceJuiceblandinger, ikke konsentrertJuicekonsentraterGrønnsaksjuicerTomatjuiceBearbeidede frukt og grønnsakerBearbeidede grønnsakerFerske eller frosne grønnsakerBearbeidede rotgrønnsakerBearbeidede knoll grønnsakerBønner, erter, paprika, tomater og andre grønnsakerBlad og kålgrønnsakerBearbeidede belgplanterfrøFrosne grønnsakerGrønnsaker, konservert og/eller hermetisertBønner i tomatsausKonserverte tomaterHermetiserte sopperBearbeidede olivenHermetiserte grønnsakerSukkermaisMidlertidig konserverte grønnsakerGrønnsaker, konservert i eddikBearbeidede frukter og nøtterBearbeidet fruktBearbeidede eplerBearbeidede pærerBearbeidede bananerRabarbraMelonerSyltetøy og marmelade; fruktgelé; smørepålegg av frukter eller nøtterMarmeladerFruktgeléerSmørepålegg av fruktSmørepålegg av nøtterFruktpuréerSyltetøyBearbeidede nøtterRistete eller saltede nøtterKonservert FruktTørket FruktVegetabilske biprodukter"
15310000,Poteter,"og potetprodukterFrosne poteterPommes fritesFrosne poteter i terninger, skiver og annetPotetprodukterPotetmospulverPommes frites delvis fritertPotetgullPotetgull, smakstilsattPotetsnacksPotetkroketterBearbeidede poteter"
15311000,Frosne,"poteterPommes fritesFrosne poteter i terninger, skiver og annet"
15311100,Pommes,frites
15311200,Frosne,"poteter i terninger, skiver og annet"
